Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,7,"Will Brennan","CLE","CF","AAA",2023,"45","Low",,"25.6638888","6' 0""","200","L","L",2019,"Draft","CLE",,"Kansas State","A two-way college player, Brennan hit the ground running as a hitter in pro ball and made it to the big leagues after just two full seasons in the minors. He has never struck out more than 16% at any level and raked at Akron and Columbus in 2022 before getting an 11-game cup of coffee at the very end of the season. He's a .296/.367/.435 career hitter in the minors, generating doubles power with a compact swing and all-fields approach to contact. He's especially adept at dropping the bat head to yoink liners into the right field corner, and his barrel stays in the hitting zone long enough to spray some outer edge fastballs to left. Big league pitchers exposed a vulnerability to high-and-away fastballs, and Brennan may have to make an adjustment to keep hitting at the rate he did in the minors. Outside of the doubles, he's probably not going to hit for significant power, so it's important that he find a way to make those adjustments to preserve his excellent bat-to-ball production. An instinctive center field defender, Brennan's capable glove should give him a consistent on-roster role as a strong-side platoon option thanks to his feel for contact and defense.",,"25660"
,6,"Ryan Pepiot","LAD","SP","MLB",2023,"45","Med",,"26.1111111","6' 3""","215","R","R",2019,"Draft","LAD",547500,"Butler","The stuff that kept Pepiot just outside the global Top 100 last year was evident again in 2022, as he struggled with walks at the big league level and his mid-80s slider/cutter doesn't appear to have the vertical depth to be a traditional bat-missing breaking ball. He's still a damn good pitcher who projects either as an inefficient five-inning starter or an excellent reliever capable of giving you four-to-six outs at a time. The angle and shape of Pepiot's fastball gives it bat-missing ability at the top of the zone even though it has average velocity, and his high-spin changeup is a plus offering that plays down because Pepiot's feel for locating it comes and goes. There are times when he can be effectively wild with the cambio, accidentally running it back over the glove-side corner of the plate in unhittable fashion, and then there are times when the pitch isn't enticing at all. Surprisingly, Pepiot's cutter generated the highest swinging strike rate of his three offerings in his 36 big league innings and, after he arrived in pro ball with a lousy curveball, he's developed a good enough breaking ball to have a starter's mix, it's just that the command component remains behind.","rolBnvOrIE0","26221"
,5,"Osleivis Basabe","TBR","2B","AAA",2023,"45","Med",,"23.05","6' 1""","188","R","R",2017,"J2","TEX",550000,"Venezuela","Poised to play a multi-positional infield role in the big leagues relatively soon, Basabe makes an over-aggressive approach and high-effort swing work via his fantastic hand-eye coordination and bat control, which have made him a .316/.375..434 career hitter in the minors. He takes such wild full-body hacks that sometimes he looks like he's going to faceplant in the batter's box, but Basabe finds all sorts of funky ways to put the bat on the baseball, usually in the form of high infield choppers and opposite-field line drives. We're talking about a 91% Z-contact rate in 2022, a 70 on the scale. Almost completely lacking over-the-fence power (he has just eight career homers in four seasons), Basabe is like a boxer who beats you with nothing but jabs. He's passable at shortstop but a better fit at third and second base, where he makes acrobatic plays through sheer effort, and his lightning-quick transfer makes him especially good at fielding high choppers that he has to get rid of quickly, which third base sees most often. He'll probably carve out a 250-ish plate appearance role with the Rays within the next few years.",,"23985"
,7,"Casey Schmitt","SFG","3B","MLB",2023,"45","Med",,"24.5833333","6' 2""","215","R","R",2020,"Draft","SFG",1150000,"San Diego State","After a second-half surge at Low-A in 2021, Schmitt climbed his way through the Giants system in 2022. He started the season at High-A, posting walk and strikeout rates better than the league average while slashing .273/.363/.474 with 17 homers in 93 games. He then played 29 games at Double-A, where he improved every column of his slash line while maintaining a strikeout rate close to the 22% mark he'd put up in Eugene. It was at this point, though, when his walk rates tanked into an area of concern, a trend that has persisted over the last year as Schmitt has made his big league debut. Schmitt’s difficulty adjusting to offspeed pitches in the zone and breaking balls below it generated worse-than-average swing-and-miss rates in 2022 (his under-the-hood contact data is worse than his raw strikeout rate), and it's a big reason why he's running a sub-.300 OBP so far in the big leagues. Sub-optimal swing decisions (he chased at a 33% clip in 2022 and is doing so at a whopping 48% in the big leagues as of list publication) have negatively affected the type of contact he's made, even though he did hit 21 homers last year.
Schmitt’s swing is a dead ringer for Anthony Volpe's, down to his closed-off setup and deep knee bend timed to the pitcher’s release, shifting his weight to his back leg before exploding toward the ball. This swing is designed to get under the ball consistently regardless of where it’s thrown, which makes Schmitt’s low average launch angle (more than 10 degrees lower than Volpe’s) and high groundball rate confounding. A lot of it is just poor secondary pitch recognition. Most of Schmitt’s minor league success came off of fastballs. At Double-A, he posted a 1.073 OPS on heaters, which accounted for 49% of the pitches he saw. Meanwhile, his slash line against offspeed and breaking balls was an anemic .216/.286/.333. Now that he’s seeing more offspeed and breaking pitches – and major league caliber ones at that – he’s struggled to make consistent, hard contact.
No write-up of Schmitt would be complete without singing a few bars of praise regarding his defense, which is really the bedrock of his prospect foundation and the biggest reason why he's still going to be a good big league role player. His instincts and hands at third base are tremendous, and he sweetens it with elite arm strength. He's seen a lot of big league time at shortstop and we don't think that's a great long-term fit, but it makes sense as a way of keeping Brandon Crawford fresh and gives Schmitt an opportunity to play all over the infield and develop as the utilityman he's likely to be.","P7KkeThVrZo","27577"
,6,"Garrett Mitchell","MIL","CF","MLB",2023,"45","High",,"25.075","6' 3""","225","L","R",2020,"Draft","MIL",3242900,"UCLA","A high-profile prospect since high school, Mitchell is now 24 years old and there are still key aspects of his skill set that are tough to evaluate and project. Even as his surface-level performance has been strong at virtually every level, there have been issues implied by his TrackMan data and visual flaws in his swing, both of which have made it hard for him to hit for power in games and may make it tough for him to hit big league pitching at all. Mitchell has above-average raw power and will flash it on occasion, but his swing makes it tough for him to elevate consistently, especially to his pull-side. He has a swing-and-miss hole in the top third of the zone and tends to only be able to put the ball in play on the ground in the bottom third, giving Mitchell a mistake-hitter look when you dig into his spray chart. The industry has been waiting for a swing change that might bring out the power more consistently, but that hasn't happened yet. A pro's physique, big strength, and straight line speed give Mitchell the appearance of high-end athleticism, but looseness, fluidity, and grace aren't part of the package. Some of what he's able to do on a baseball field leaps out at you, especially when Mitchell is hauling ass into the gaps, but athletic malleability does not appear to be one of them. Center field defense is easily Mitchell's most impactful tool. It's hard to find players who can actually play a big league center field and Mitchell is quite good out there, and he has an above-average arm. He shares many similarities with Bradley Zimmer, though Mitchell's plate discipline should enable him to perform like a 45 FV outfielder more consistently than Zimmer has.","hR-lcCg8R9A","27555"
,8,"Lenyn Sosa","CHW","2B","MLB",2023,"45","Med",,"23.6833333","6' 0""","185","R","R",2016,"J2","CHW",325000,"Venezuela","Sosa is a slow-twitch athlete without huge tools, but he can put the bat on the ball with remarkable consistency and is a high-probability big league role player as a result. While he's fairly heavy-footed and lacks the typical middle infielder's athleticism, Sosa has great feel for adjusting his footwork and body position so he can field grounders and turn the baseball around quickly. He barely has enough raw arm strength for the left side of the infield, but his quick hands and internal clock typically enable him to lob the ball over in time. A very aggressive swinger who has run walk rates in the low single digits throughout his career, Sosa is especially prone to chasing sliders off the plate, which he did at a 39% clip at his various 2022 stops according to Synergy Sports. Overall, though, he is an above-average contact hitter whose ability to get to power in a more traditional-looking way than the next prospect on this list should make him a second-division big league middle infielder. He could end up with a career similar to Wilmer Flores'.",,"22896"
,2,"Alec Marsh","KCR","SP","MLB",2023,"45","Med",,"25.3805555","6' 2""","225","R","R",2019,"Draft","KCR",906800,"Arizona State","Marsh, who made his big league debut just before list publication, has had a very strange trajectory as a prospect. Once a low-90s pitchability guy at ASU, he bulked up and began to throw harder during the 2020 shutdown. While Marsh was touching 100 mph early on as a pro, his arm strength has since come down into the mid-90s, and lately he's been sitting 94-96 mph and touching 98 with a (ready, this is weird) flat-angled, high-spin sinker. Marsh's fastball doesn't hop even though it has the approach angle and spin axis of a fastball that typically does; it has below-average vertical break and might be surprisingly hittable against big league bats. Marsh seems aware of this and has been pitching backwards pretty often in 2023, using all three of his secondaries early in counts before elevating his fastball when he's ahead. His breaking ball command is quite good, and Marsh's ability to mix his pitches evenly and do so in pretty much any count makes him rather unpredictable. His approach to pitching, largely a product of his fastball's vulnerability, makes him a little less efficient than is ideal, but Marsh has the stuff of a contender's no. 4/5 starter.",,"27451"
,11,"Daniel Palencia","CHC","SIRP","AAA",2023,"45","High",,"24.4361111","5' 11""","210","R","R",2019,"J2","OAK",10000,"Venezuela","Palencia had barely pitched in the U.S. and had only been seen by a few scouts when the A’s traded him to the Cubs for Andrew Chafin. Palencia’s fastball stood out from the jump, as he was sitting 97–99 mph immediately during backfield activity. His heater still sits 98–99 and frequently tops out in the triple-digits with late life, a near-elite offering that plays down due to his middling control. His two secondaries include an above-average slider that he throws hard enough (it averaged just south of 90 mph in 2022) to make up for its generic shape. He hasn't yet been able to locate any of his three offerings consistently, and that erratic control carried over to 2023, with Palencia starting the season as a Double-A starter who maxed out around three innings (the last time he lasted longer than four innings was back in June of 2022). After five starts there, he didn't pitch in a game for a couple weeks, then reemerged as a single-inning reliever at Triple-A. Since the promotion and reassignment to the bullpen, he's gotten wilder, but he’s still garnering a lot of swinging strikes, both in and out of the zone. 
Listed at 5-foot-11, Palencia has a maxed-out, muscular frame that might not age well athletically. The combination of power and fluidity he shows in his mechanics (even though he doesn't have consistent feel for release right now) is akin to Pirates righty Luis Ortiz, who is similarly built and has been able to withstand a starter’s workload while maintaining upper-90s velo. While we buy that he'll hold his stuff under a starter’s load of innings, Palencia hasn't proven it yet. He may indeed be better in small, electrifying doses, and that seems to be the avenue the Cubs are exploring with Palencia at the moment. His big league debut came in extra innings on July 4. In both of his frames, he retired the side in order, while his defense threw both zombie runners out at the plate, which means in two full innings, he’s only faced four batters while recording his first big league win on just 12 pitches. His fastball sat 98-99 and touched 100 several times, with his slider garnering big league chase at 90 mph. With the type of velocity he provides, Palencia is a good fit for a high-impact relief role.","MFHyImuRBqk","27914"
,7,"Xavier Edwards","MIA","CF","MLB",2023,"45","Low",,"24.925","5' 9""","175","S","R",2018,"Draft","SDP",2600000,"North Broward Prep HS (FL)","Edwards was a very famous high school prospect because of his speed and bat-to-ball skills, both of which remain the core of his slash-and-dash game. The Padres gave him $2.6 million to turn pro rather than go to Vanderbilt, and a year and a half later he was traded to the Rays as part of the Tommy Pham/Jake Cronenworth/Hunter Renfroe deal. Edwards had to wait another 18 months to make his Rays debut thanks to the pandemic and some oblique issues, but he looked fine when he was finally healthy and he remains a career .300 hitter in the minors. He was squeezed off Tampa's deep 40-man roster and traded to the Marlins ahead of the 2022 roster deadline in a four-player swap in which Miami parted with two young pitching prospects. 
After he had played the middle infield and a little bit of third base with the Rays, the Marlins have Edwards playing only second base and seeing his first career action in center field in 2023. Having positional versatility is key to not only maximizing his big league role, but to having one at all. Edwards isn't a great defensive second baseman and and because he doesn't have the arm to fit on the left side of the infield, a trial in center field makes a lot of sense. So far Edwards looks fair in center. His reads are a little tentative and he'll make your eyes pop out of your head when he peeks at runners before he's actually secured fly balls in his glove, but generally Edwards looks pretty comfortable considering he's learning a new position on the fly at the Triple-A and big league levels. Provided he can actually become an average center field glove, Edwards will have enough roster impact to be a role player you can win with.","6mQrlNehRfo","22266"
,14,"Emmet Sheehan","LAD","MIRP","MLB",2025,"40+","Med",,"23.8777777","6' 5""","220","R","R",2021,"Draft","LAD",244500,"Boston College","There are a lot of moving parts to Sheehan's profile and he projects to be an impact multi-inning reliever when the dust settles. He's had a velo spike, added a second breaking ball, been moved back and forth between the bullpen and the rotation, and has dealt with a couple of injuries dating back to college, which limited him to just 28 innings prior to his draft year. At times, Sheehan's delivery seems deliberate and out of sync, which is largely where his relief projection comes from, though the balance and power he shows in his lower half and the way he gets down the mound are indicative of a special level of athleticism. After some early 2022 time on the IL, Sheehan was dominant late in the summer with Great Lakes, stringing together several good five- and six-inning starts in August before a promotion to Tulsa and a Fall League stint. 
His heater features big carry through the strike zone, making it a potential plus-plus pitch if he can sustain the mid-90s velo that comes and goes depending on how well synced his delivery is in a given start. Sheehan has leaned more on his changeup since turning pro. He threw more curveballs (a pitch that's been de-emphasized but that Sheehan still uses occasionally) than changeups in college, but the latter is what garnered more swings and misses. An invisible parachute pops out of the back of his changeup as it approaches the plate, and hitters flail over the top of it. Sheehan doesn't have great feel for his newer slider, but that pitch is still in the nascent stages of development; at times it's harder and looks cuttery, while at others it looks like a typical slider. From one point of view, Sheehan's history of injury and his atypical mechanical look funnel him toward the bullpen; from another, <a href=""https://blogs.fangraphs.com/the-dodgers-emmet-sheehan-is-a-fast-rising-pitching-prospect/"" target=""_blank"">his ability to make adjustments on the fly</a> despite relative inexperience might continue until he's a complete starting pitching prospect. In either case, Sheehan's stuff is going to play in the big leagues, and he's projected here as a multi-inning bridge.","ouNQzwnlnF0","29839"
,14,"Jhony Brito","NYY","SP","MLB",2023,"40+","Low",,"25.6222222","6' 2""","160","R","R",2015,"J2","NYY",,"Dominican Republic","Brito began 2022 at Double-A Somerset and finished it at Scranton, posting a combined 2.96 ERA between the two levels in 112 innings. He enjoyed a two-tick velo bump in 2022, with his fastball now averaging just south of 95 mph in the 93-96 mph range. In spite of his long arm action, Brito throws a ton of strikes and has an above-average power-sink changeup in the 85-89 mph range, which he turns over from a tilted-out, high arm slot à la Michael Wacha. He runs it away from left-handed hitters and often uses it early in counts as a way of inducing weak contact. Neither of Brito's two breaking balls is especially nasty, but he commands both his upper-70s curveball and mid-80s cutter/slider to his glove side with consistency, which should enable him to work hitters who struggle to identify those pitches. Like Randy Vásquez, Brito's size and delivery are not typical of a big league starter, but he's sustained strong velocity across over 100 innings and thrown enough strikes to put himself in the big league picture as a starter. He's a capable spot start option right now and would be fine pitching toward the back of the rotation if injuries force him into extended major league action in 2023. As his options run dry, he'll either establish himself as a steady backend starter or end up working in a valuable multi-inning relief role.",,"25386"
,9,"Gregory Santos","CHW","SIRP","MLB",2023,"40+","High",,"24.0916666","6' 2""","240","R","R",2015,"J2","BOS",275000,"Dominican Republic","Santos’ road to the major leagues has been riddled with delays and trades, including the one that brought him to the White Sox just before list publication. At a very early age, the gargantuan Santos was sitting 97-plus with a hard, upper-80s slider. His performance at the 2020 alternate site had jaws wagging about his potential as a prominent big league reliever in '21, but he was slapped with a PED suspension that ate up much of that season, and he's also had starts and stops due to shoulder issues. A former top 100 prospect, Santos then spent most of 2022 at Triple-A, with two brief big-league stints, but his year ended early in late August when he was shut down with a groin injury. His slider is truly electric and generated a 42% whiff rate in 2022, but his high-velocity fastball's movement and shape don't allow it to miss as many bats as those of other triple-digit flame throwers, and so even to get ahead of hitters, he relies more heavily on his slider, using it more than half the time. Santos' arsenal puts him in a good bullpen's seventh or eighth inning mix.","TNW9__VR_xs","21894"
,23,"Michael Grove","LAD","SP","MLB",2023,"40+","Low",1,"26.7861111","6' 3""","200","R","R",2018,"Draft","LAD",1229500,"West Virginia","Grove was working 92-96 mph with a good slider when he blew out his elbow two months into his sophomore season at West Virginia. Aside from some pre-draft bullpens, he didn't pitch as a junior, and spent the rest of the year finishing rehab and working on secondary stuff in the 'pen. The Dodgers, a team that tends to take risks on rehabbers who otherwise wouldn't fall to them if healthy, popped Grove in the 2018 draft's second round; he was the first player taken that year who wasn't on our pre-draft ranking.
Since then, Grove, like lots of Dodgers pitchers, has been handled pretty gingerly from an innings standpoint, with his 90 IP in 2022 representing the most of his career. Perhaps that means Grove wouldn't throw quite so hard if he were working like a typical starter, but he has thrown harder since his pro debut, going from the 90-93 mph range up to 92-95 and peaking at 98 in 2022, when he made a handful of major league spot starts. He's the type of starter who would hold down a five-and-dive role in most teams' rotations, but with Los Angeles, he's on the fringe of the active roster. Grove has a vertical arm slot but tends to work with downhill plane toward the bottom of the zone, which makes his fastball pretty hittable in there and causes him to nibble. It does, however, help him set up his plus slider, which looks like a fastball near the bottom of the zone until it bends beneath it. His curveball, which he tends to land in the zone, has big depth and different shape than the slider. The breaking ball utility here is diverse enough that Grove has a starter's repertoire even though he barely throws a changeup. It's a no. 4/5 starter's repertoire with a low projected innings count that slides him into more of a fifth starter's projection.",,"23221"
,12,"Luis Medina","OAK","SIRP","MLB",2023,"40+","High",,"24.4111111","6' 1""","175","R","R",2015,"J2","NYY",280000,"Dominican Republic","Part of the Frankie Montas trade, Medina’s long minor league career has been characterized by an ongoing inability to assign either a starter or reliever role to him. He mixed in his upper-80s changeup at a higher rate in 2022, and its usage saw an additional uptick upon his introduction to the A’s organization, perhaps an indication of their efforts to improve his viability as a starter. He favors it particularly against left-handed hitters while relying more heavily on his occasionally nasty low-80s curveball against righties. Neither secondary is very consistent. Command has always been of concern for the righty, and it took a turn for the worse upon his arrival in Double-A Midland, where he issued 22 walks in just 20.2 innings to close out the season. Even though he walked more than a batter per inning at Triple-A to start 2023, the big league clubs' neediness led to Medina's promotion, and he's been a consistent member of the big league roster since mid-May. Like several Oakland pitchers, he has served as both a starter and a reliever, but his bullpen appearances have all been in long relief, taking over in the second or third inning after truncated starting performances from others (so, essentially, starts). His command still dogs his output, with an above-average walk rate illustrating his inconsistency at finding the zone. On a good team, Medina would probably have already been put in the bullpen, and his stuff would likely enable him to perform well in that role, but the rebuilding A's have no incentive to make such a move proactively.","dBX2qSyxwIU","21649"
,15,"Miguel Amaya","CHC","C","MLB",2023,"40+","Med",,"24.5611111","6' 0""","230","R","R",2015,"J2","CHC",1000000,"Panama","The pandemic and an unfortunately-timed Tommy John surgery limited Amaya to just 60 games across the 2020–22 seasons, and during that time he went from a relatively advanced young catching prospect to a 24-year-old who clearly looks rusty and unpolished back there. His arm strength is average coming off the TJ and his exchange further dilutes pop times in the 2.05 area. His glove hand is slow to match pitch location, making it tough for him to make borderline pitches look like strikes when the pitcher doesn't hit his spot. On a knee with the bases empty and in a high crouch with runners on base, Amaya is also not a sticky ball-blocker and gives up lots of long rebounds that allow runners to advance. He hasn't progressed as predicted when he first broke onto the scene as a quick-moving teenager who looked like a shoe-in to catch, but the time off is a good reason for him to suddenly be behind. Still, important development is going to have to be compressed into Amaya's next 10 months. The 2023 season is his fourth and final option year, so he needs to progress enough as a defender for the Cubs to feel good about permanently carrying him as their backup. 
The good news is that strapping catchers built like Amaya are the sorts who tend to break out in their late 20s, à la Tyler Flowers. A swing grooved through the bottom portion of the zone will likely prevent him from being an average contact hitter, but his on-base skills and meaningful power (for a catcher) already make him more a more dangerous offensive player than your typical backup. There's enough of a gap between the typical primary big league catcher's defense and Amaya's current glove to forecast him as a bat-first backup early in his career, and some of his career history (so much time missed) suggests the finer points of the defense have a chance to arrive later on.","C4d6ThYGLvs","21693"
,15,"Blake Sabol","SFG","C","MLB",2023,"40+","High",,"25.7333333","6' 4""","225","L","R",2019,"Draft","PIT",572500,"USC","Once a pretty famous high school prospect, Sabol went to USC, where he moved out from behind the plate and to the outfield (including spending a little bit of time in center) after his freshman year. He slashed .268/.333/.375 in college, not great for what had become a corner outfield prospect. Over time, the Pirates moved him back behind the plate, increasing his reps until he was mostly catching (while playing some left field) in 2022. Sabol has raked through the minors, but as an old-for-the-level regular, culminating in a huge 2022: .284/.363/.497 with 51 extra-base hits as a 24-year old at Double- and Triple-A. After a fair Fall League stint, the Pirates decided not to roster Sabol and exposed him to the Rule 5 Draft, which is how (after a trade with the Reds) he ended up with San Francisco, a club often intrigued by guys who can catch and do other stuff. 
Sabol's arm strength is okay, but it takes him so long to get out of his crouch that his pop times often play in the 2.05-2.15 range, which is not good. Among the many changes the Giants made to his approach back there is that he's more likely to cut it loose from his knees, Erik Kratz style, as a way of avoiding how long it takes to get his huge frame up out of his crouch. Sabol used to be a stiff, one-knee'd receiver, but the Giants have him moving around much more, sometimes starting in a traditional crouch before going to a knee as the ball is in flight (or about to be). It's a better look than what he was doing with Pittsburgh, but we just won't know exactly how well Sabol can throw until he gets more reps with his new style. In his big league innings so far, his back-picks to first and his throws on attempted steals of third have been from his knees, whereas he’s gone back to popping out of his crouch on throws to second. The results haven’t been favorable, with the long pop-times to second resulting in a lot of successfully stolen bases. It's important for Sabol to catch part-time because he likely doesn't have the hit tool to profile as a corner outfielder. He has thus far performed around league average, albeit with a high strikeout rate, while splitting his time between catching and playing left field. He's a super cool role player, a backup catcher plus a little more.","4vS1hRf5E1g","25805"
,14,"Freddy Fermin","KCR","C","MLB",2023,"40+","Low",,"28.375","5' 9""","200","R","R",2015,"J2","KCR",,"Venezuela","Fermin has been toward the bottom of the last several Royals prospect lists as a second or third catcher on the 40-man, but he's enjoyed a power uptick during the last couple of years and he may have some peak seasons where he performs better than a run of the mill backup. Fermin's athleticism on defense has long carried the water of his profile. His framing, arm strength, and ball-blocking are all average or better, while Fermin's feel for contact has enabled him to post sub-20% strikeout rates throughout his minor league career. Fermin can ambush up-and-in pitches with power, an ability he’s demonstrated in a small big league sample so far. His hard-hit rates in 2023 (both at Omaha and in the big leagues) are comfortably above his 2022 rate, suggesting he's become a bit stronger in his late-20s. Fermin's damage can be limited by working away from him, and he has a tendency to chase a bit more than average, but a 50-grade hit tool with the occasional pull-side homer would make him a luxury backup at worst and probably a low-end regular during this window in his prime.",,"21840"
,15,"Reese Olson","DET","MIRP","MLB",2023,"40+","High",,"24.1694444","6' 1""","160","R","R",2018,"Draft","MIL",440000,"North Hall HS (GA)","A 2018 high school draftee by Milwaukee, Olson came to Detroit in a 2021 trade for Daniel Norris. After an uptick in fastball velocity a couple of years ago, Olson’s four-seamer has been resting comfortably around the 94-95 mph mark and typically peaking around 97. His lack of command and mechanical violence both push him to the bullpen, but Olson's arm strength and secondary pitch quality are both strong enough to consider him a special, multi-inning relief weapon. 
Olson has had real trouble throwing strikes, especially with the fastball. While his surface-level walk rates improved drastically in 2022, visual evaluation of his feel to pitch and command was still pretty damning, and Olson's strike% with his fastball (a paltry 59% in 2022) was very low. Part of this is due to Olson's inefficient approach with the heater, which he tries to blow past hitters at and above the letters. His changeup has incredible action, sinking and tailing away from hitters with huge movement for a pitch that bends in in the upper-80s. His breaking balls span the low-to-mid-80s and also have lovely, two-plane shape and enough depth to be considered above-average pitches. Olson mixes his secondary stuff in pretty liberally and can go at hitters with all kinds of different pitches, he just does so with zero precision. Olson is now on the 40-man roster in his first option year and it makes sense for the rebuilding Tigers to give him as much time as possible to iron out his strike-throwing issues and, hopefully, profile as a five-and-dive type of starter. But realistically, he's going to be a nasty multi-inning relief piece. That's still an impact member of a pitching staff, but one I value here, a few tiers below Olson's offseason Top 100 placement.",,"24968"
,4,"José Soriano","LAA","SIRP","MLB",2023,"40+","High",,"25.7277777","6' 3""","220","R","R",2015,"J2","LAA",70000,"Dominican Republic","Soriano was an exciting teenage pitching prospect who would show you 94-97 mph and a plus curveball on the complex. While he had a near ideal pitcher's frame, his tightly-wound delivery could never really be reined in, and after seven years of starting, Soriano finally transitioned to the bullpen in 2023. 
Soriano had Tommy John in February of 2020, and then Pittsburgh made him the first pick in the 2020 Rule 5 Draft knowing he'd likely be on the shelf for a huge chunk of 2021, which arguably made him easier to roster for the required time in order to retain him as a long-term prospect. He came back to make minor league rehab appearances in May, but his velo tanked into the low-90s after just a few innings. He had blown out again and needed a second Tommy John procedure in June of 2021. The Pirates returned him to the Angels in November to clear roster space. The timing of the second TJ meant Soriano could only throw a handful of innings in 2022. 
Assigned to Double-A Rocket City in 2023, Soriano was moved to the bullpen and struck out 12/9 IP there across 23 walk-addled innings before he was promoted to the big leagues. Soriano's stuff is great. His sinking fastball touches 100 and he has a plus-plus curveball that averages a whopping 86 mph. It's a dominant reliever's two-pitch mix undercut by Soriano's mechanical stiffness, which impacts his control. It's delightful to see him healthy and thriving after he had a weird and frustrating three-year window clouded by the pandemic and injury. With all three option years intact, there is time for Soriano to polish his command as an up/down guy and root into the back of the Halos' bullpen as he does.","CUj52ZM2wzU","22100"
,10,"Alec Burleson","STL","RF","MLB",2023,"40+","Med",,"24.85","6' 2""","214","L","L",2020,"Draft","STL",700000,"East Carolina","The Cardinals pushed Burleson, a small college conference two-way player, to the upper levels very quickly, having him spend most of his first full season (2021) at Double-A Springfield before a late-season promotion to Memphis. In Memphis, he raked throughout 2022 (.331/.372/.532, yowza) and earned a 16-game big league cup of coffee in September, as well as part-time big league role early in 2023. So far in the majors, Burleson's surface-level statistical performance has been poor, but his peripheral data (a measly strikeout rate and an xwOBA of about .320 across nearly 200 plate appearances) suggests that he's due for positive regression and is closer to a league-average hitter. Despite a consistently low walk rate in the minors, Burleson was a ZiPS Top 100 prospect in the offseason, but eyeball scouts (including the two of us) have tended to round down on him due to concerns about his medium- and long-term athleticism and mobility, and where that might leave him on defense. 
Burleson's swing-happy approach is also a concern (he had a 58% swing rate in 2022, which is extremely high), but so far that hasn't turned into a jump in strikeouts against big leaguers. The total lack of patience is the one thing standing between Burleson and a John Kruk comp. Burleson can really hit. He's adept at moving the barrel all over the zone and hitting the ball hard without an elaborate mechanical operation, and his swing becomes even simpler with two strikes. He can get on top of up-and-in fastballs, though he sometimes strangely inside-outs them to left field. He also tends to take pitches down and away from him the opposite way, with enough strength to do extra-base damage in that direction. 
He lacks great ball skills in the outfield but Burleson does have a plus arm, as you might expect given his two-way amateur pedigree. There's enough here to project him in a strong-side platoon role in one of the outfield corners (normally a 45 FV grade), though we're rounding down a little bit here to account for what we anticipate will be an earlier decline phase.",,"27615"
,10,"Korey Lee","CHW","C","MLB",2023,"40+","High",,"25.1833333","6' 2""","210","R","R",2019,"Draft","HOU",1750000,"Cal","Lee’s arm strength behind the dish is astounding, but it remains to be seen whether a 70 arm is enough to make up for a 30 bat when it comes to his viability as a primary big league catcher. He was dealt to the White Sox from Houston as part of the Kendall Graveman trade, and struck out 22 times in 14 Triple-A games before being called up to the big league roster. In his short 24-game stint to close out the major league season, he maintained the anemic offensive numbers that characterized his time in the minors, struggling mightily to make meaningful contact and recording just five hits in 70 plate appearances. There are examples of players who took time to finally tap into their in-game power, like Tigers catcher Jake Rogers, whose bat lay dormant for a couple of big league seasons before suddenly erupting into a 21-homer season last year as a 28-year-old. If Lee can follow a similar path, there’s a chance he earns an everyday catcher designation, but the path is narrow and rarely traveled, with a backup catcher role the more likely outcome.",,"25543"
,7,"Sam Bachman","LAA","SIRP","MLB",2023,"40","High",,"24.7833333","6' 1""","235","R","R",2021,"Draft","LAA",3850000,"Miami (OH)","A low-slot slingin' relief prospect, Bachman sat 91-94 mph during the short 2020 college season, then began to show a velo uptick in that fall, working 94-96 with huge tail. He was often throwing harder than that in 2021 at Miami of Ohio, sitting 96-97 most of the time and touching 101. The huge uptick put him firmly in the first round picture. Some teams thought he should go close to pick 10, while others had him slotted closer to 40 due to relief projection and his injury history (hip, shoulder). He's had further health issues in pro ball (back, biceps). After 26 walk-prone innings with Rocket City to start 2023, he was promoted to the big leagues and moved to the bullpen.
Bachman utilizes a slider-heavy approach in the extreme, as his 63% usage is top 10 in the majors among pitchers with at least 10 innings. It looks and plays more like a cutter in the strike zone, and has almost exactly zero vertical and horizontal movement. It's most obviously a slider when Bachman is locating it for swings and misses. Because he uses his mid-90s fastball as more of a chase pitch than one geared for in-zone strikes, Bachman will probably always be walk-prone, but his true talent for strike-throwing is better than what he's put on paper so far in 2023. He has more or less scrapped his changeup so far in the big leagues, but if Bachman is going to be more than just a generic middle inning guy, that has to be a part of his repertoire, if only to give lefties a third thing to worry about. He's tracking in line with his pre-draft floor as a quick-moving rank and file reliever.","SggUgRmmvlM","29754"
,23,"Xzavion Curry","CLE","SP","MLB",2023,"40","Med",,"25.1777777","5' 11""","195","R","R",2019,"Draft","CLE",125000,"Georgia Tech","Curry's secondary pitch command seemed to regress a bit in 2022, and it was merely average after he walked only 16 batters in 19 starts during his debut season in '21. It's important to his secondary pitches' effectiveness that Curry have precise command because none of them is especially nasty. He has feel for locating his terse slider, but his curveball (which pairs nicely with his fastball's shape and angle) and changeup are much less consistent. He still pounds the zone with his fastball, though, and Curry maintained the modest uptick in velocity that he showed in 2021. He's dependent on deception and his fastball's angle and ride, which are created by Curry's drop-and-drive delivery as well as a short, compact arm path and perfectly vertical arm slot. All of those components together help to create an illusion of rise and a tough-to-square line on his low-90s heater, and the slot helps him create vertical action on his breaking stuff. Barring a feel-for-location bounce back that would enable his stuff to play better than it did in 2022, Curry now looks like a fifth starter.",,"25595"
