Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
58,1,Triston McKenzie,CLE,SP,MLB,2021,50,Med,,24.6222222,"6' 5""",165,R,R,2015,Draft,CLE,2300000,Royal Palm Beach HS (FL),"McKenzie's big league debut was his first competitive game since 2018 due to multiple injuries (he missed the spring of 2018 with upper back issues, then did not pitch in 2019 due to lat and pec strains) and the global pandemic. Not only was he healthy, but he was throwing harder, at least for a little while. His fastball sat in the 90-93 range in 2018 and was 90-94 this spring as he prepared for the season. Then McKenzie was living in the 93-96 range in his first start and leaned on the fastball in big spots, often shaking off Roberto Pérez to get to it. Over the next few weeks, McKenzie's velocity dropped in each subsequent start before it spiked again in a long relief role at the very end of the season. You could argue the injuries and fluctuating velocity are indications that the long-held industry apprehension regarding McKenzie's durability has turned out to be correct. But it also would have been unreasonable to expect any pitcher to hold their velocity as they got deeper into their first extended action in quite a while. The action on McKenzie's fastball also gives it some margin for error, velo-wise. And both his slider and changeup have evolved to complement the fastball/curveball combo that had headlined his arsenal as a younger prospect. Even though it's still unclear exactly where his fastball velocity band will sit during the course of a whole season, I think McKenzie has the necessary other components to pitch in the middle of a rotation. <em>(Alternate site, MLB)</em>",SaiUEE5AOzQ,18000
59,4,Ryan Jeffers,MIN,C,MLB,2021,50,Med,,25.0277777,"6' 4""",230,R,R,2018,Draft,MIN,800000,UNC Wilmington,"The Twins were at the forefront of the now common style of catching from one knee (some teams have their receivers ditch it with two strikes and/or runners on base, others don't), which seems to have a positive impact on called strikes while detracting from ball-blocking (which clubs consider to be less important), and, depending on the situation, pitch tipping. Jeffers took to this style and answered some of the defensive questions he faced in college, when it was unclear if he'd catch or end up at first base. Eyeball evaluations of his receiving are still mixed but according to my sources (and not just ones with Minnesota), the framing metrics in the minors were good, and they were very positive during his month-long stay in the big leagues last year when Jeffers was thrust into the lineup due to Mitch Garver's injury. 
So long as he can stay back there, Jeffers is pretty easily an everyday player. He has average bat-to-balls skills, above-average thump, and the ability to hit the ball in the air consistently. He essentially made the leap from Hi-A to the big leagues in 2020 and hit .273/.355/.436. I think it's fair to expect the Jeffers will experience a BABIP regression in 2021, but I think we'll see his strikeout rate (which historically was close to 20% and was 30% in his initial big league trial) come down, too, which will help balance that out. His athleticism, breaking ball recognition, and, perhaps most importantly, plate coverage are all a tick below average, but I still think there's enough offensive ability here for Jeffers to profile as an everyday catcher. Garver's presence could impact Jeffers' playing time, and since most of Jeffers' defensive value is tied to his receiving, his overall career production might be front-loaded due to the looming possibility of electronic strike zones. <em>(Alternate site, MLB)</em>",,24618
68,4,Ha-Seong Kim,SDP,SS,MLB,2021,50,Med,,26.4138888,"5' 9""",175,R,R,2020,FA,SDP,25000000,South Korea,"Ha-Seong Kim is an explosive, compact-bodied athlete with natural doubles power who frequently turns on pitches on the inner half and absolutely obliterates balls to his pull side. He took bigger hacks during the 2020 KBO season and hit more homers without impacting his contact rates, as he also had more walks than K's, a paltry 10% strikeout rate, and an overall line of .396/.397/.523. The ZiPS projections conducted by our own Dan Szymborski this winter loved Kim so much that, purely based on those forecasts, he was one of the top free agents available last offseason. But, of course, there was no way of knowing whether or not Kim would be able to make the leap from the quality of pitching he saw in the KBO to the ungodly stuff coming out of the hands of big league arms. 
The Padres made a four-year bet on him (with a fifth year mutual option) with the notion that he'd be a superutility man. His defensive hands and actions are sufficient for shortstop though not great, but he has the speed and athleticism to play anywhere and make a lot of high-effort plays. He saw time all over the infield and outfield during the spring but has only been 2B/SS/3B so far during the big league regular season. Kim has struggled to adjust to big league stuff early on; 88 mph heaters are still in syndication in Korea. Kim only saw 16 fastballs over 95 mph during his final year with Kiwoom, but had already seen 45 of them by the end of April in the big leagues. He has way more hit tool risk than is typical of a player this age because of the leap and because he's at risk of getting spotty at-bats in a bench role, but even if he ends up with a 40 bat he still has the pull pop to profile as an everyday middle infielder in a vacuum. <em>(KBO)</em>",PHWfaRLrd4U,27506
74,3,Daniel Lynch IV,KCR,SP,MLB,2021,50,Med,,25.3305555,"6' 4""",200,L,L,2018,Draft,KCR,1697500,Virginia,"Lynch's velocity slowly climbed over the two years prior to the pandemic. On the Cape and during the first half of his junior spring at Virginia, Lynch looked like a solid third round prospect, a pitchability lefty sitting 88-92 mph with mostly average stuff. In the month or so leading up to the 2018 draft, his velo ticked up, and down the stretch he sat 92-94, touching 95 mph deep into starts, with an assortment of offspeed pitches that all flashed above-average. He then sat 93-95 during the summer of 2019 and was often 94-97 during the 2019 Fall League, where he went to pick up innings after missing time with an arm injury. 
Lynch still brings big lefty velo (four- and two-seamers) to the party, as well as a bevy of solid secondary pitches. He throws a spike slider, curveball (really just a release variation on the slider, based on my 2019 high speed footage), and changeup. They're all mostly average, but the slider flashes plus and I think the changeup has room for growth. There are some questions about his fastball's playability but I think the velocity and the repertoire depth here make Lynch a very safe mid-rotation sort who'll likely contribute to the Royals rotation this year. <em>(Alternate site, Fall Instructional League)</em>",fYTcfoSuY7w,21537
77,3,Garrett Crochet,CHW,SIRP,MLB,2021,50,High,,22.7361111,"6' 6""",218,L,L,2020,Draft,CHW,4547500,Tennessee,"Crochet spent most of his college career in the bullpen, making just one pre-draft start in 2020 after missing the first few weeks of the college season with what the Volunteers claimed was shoulder soreness. (Major league teams were skeptical of that explanation and thought his absence had to do with an off-the-field matter.) In that lone appearance this spring, Crochet threw 3.1 innings and was absolutely electric, touching 99 with his fastball while flashing a 70-grade slider. How teams valued him leading up to the draft (the relief risk, the injury or makeup issues) was highly variable. Their confidence seemed to be determined by who in the org had seen him and when (many teams weren't able to get a decision-maker to see him in person in 2020), but those that focused on his pitch data, which was shared among all the teams, thought he had among the best raw stuff in the entire draft class and was one of the few pitchers available who might pitch at the top of a rotation or in the back of a bullpen. Crochet was also among the high-octane college pitchers thought capable of going straight to the big leagues in a relief role, something more broadly considered by clubs due to the structure of the 2020 player pool. Out of Burl Carraway, Clayton Beeter, etc., only Crochet actually did. 
After he tuned up at the alternate site for about two months, Crochet was added to the 40-man and sent to the big leagues in mid-September. He pitched six innings in five relief appearances, walked no one (though he was pretty wild if you put on the tape), allowed just three hits and no runs, and struck out eight big leaguers. He made the White Sox playoff roster but left his first career postseason outing with a flexor strain, which ended his season. He's healthy now, training and throwing at the team's complex in Arizona. Because he barely threw in 2020, he's likely to be on a strict innings limit in 2021. The club is going to try to thread the needle here and use Crochet in a relief role while still trying to develop him as a long-term starter. Players in this situation tend to wind up in the bullpen, and that's where I have Crochet projected based on his strike-throwing limitations, independent of his shortened developmental timeline. <em>(Alternate site, MLB)</em>",SQKYGiObDos,27463
81,3,Tyler Stephenson,CIN,C,MLB,2021,50,Med,,25.5833333,"6' 4""",225,R,R,2015,Draft,CIN,3140000,Kennesaw Mountain HS (GA),"Initially called up when Tucker Barnhart went on the Paternity List, Stephenson got an eight-game cup of coffee in the big leagues, but only a three-game shot of espresso at catcher. It'd be foolish to construct a new opinion of his offense from an eight-game statistical sample but it was instructive to watch him catch most of a big league staff during those three games behind the plate. 
Stephenson catches on one knee with the bases empty, then from a crouch with runners on. For most fastballs, his glove works from the middle of the plate outward, and for breaking balls he typically works from beneath the zone, up. The latter is more effective from a pitch-framing perspective, but both approaches are fine from a receiving standpoint, which was an issue for Stephenson as a younger prospect. So, too, was ball-blocking. Stephenson is 6-foot-4 and his wickets are pretty big. His legs often get down late when he has to block a ball, but they're so long that he ends up having good lateral range by using his length to slide around. Even then, Stephenson mostly tries to use his glove to pick balls in the dirt rather than get his knees down and pads over the ball, which may affect pitcher confidence in his ability to block balls. Stephenson avoids tipping pitches with runners on base. His legs bow out wide when a breaking ball is coming, but it happens too late for the baserunner to signal the hitter. I suppose we don't know how well he will be able to block the nastiest of breaking balls, but I think he clearly looks capable of catching and will be at least an average defender with a big time arm. 
Offensively, Stephenson puts on quite a show during batting practice but has a contact-oriented approach in games. Per a source, he had one of the better in-zone contact rates in the 2019 minors, which is quite the opposite of how most of the amateur side of the industry thought he would develop as a pro. It's possible he eventually makes an adjustment that unlocks more in-game power, but I think a contact-first approach that derives power from Stephenson's strength is still plenty for him to profile as a good, everyday catcher. <em>(Alternate site, MLB)</em>",HDhq33FljWA,17988
85,5,Cal Raleigh,SEA,C,MLB,2021,50,Med,,25.3055555,"6' 3""",235,R,R,2018,Draft,SEA,854000,Florida State,"Teams that had been tracking Raleigh's framing ability since college have been optimistic about him profiling at catcher for longer than most individual scouts, who see a bigger-bodied guy with mobility issues. In 2019, as many orgs have done, Mariners catchers began working on one knee, a move that tends to be favorable for framing but not for throwing, a skill of dwindling importance (at least for now). Perhaps not coincidentally (or perhaps because we were wrong about Raleigh's arm grade last year, when we 55'ed it), reports on Raleigh's arm strength are worse than they were a year ago, though it appears he's a viable long-term catcher, if an unspectacular one. He popped anywhere from 1.9 to 2.04 for me during the spring, but Raleigh's throws tend to drift away from the bag. So while he isn't a run-stopping defensive wizard, Raleigh does enough to catch, and switch-hitting catchers with power like this are rare. 
And I'm pretty confident about him getting to most of the power in games. Raleigh hit 29 homers in 2019 (most of those coming in the Cal League), he's typically run groundball rates in the low 30% range (meaning he hits the ball in the air a lot), and the sourced TrackMan data to which we have access reinforces the visual evaluation of Raleigh's strength and power. He projects as an everyday catcher and is a Pick to Click to make next year's top 100 who needs to be added to the 40-man this offseason. He could claim the lion's share of big league catching duties next year. <em>(Alternate site)</em>",,21534
90,6,Trevor Rogers,MIA,SP,MLB,2021,50,Low,,24.3416666,"6' 6""",185,L,L,2017,Draft,MIA,3400000,Carlsbad HS (NM),"I don't think Rogers will ever have a good breaking ball, but I do think his arm slot will help it play enough against left-handed hitters to be a viable third offering against them. His ability to locate it consistently to his arm side looks better early in 2021 than it has in the past. All the other components -- rare lefty velocity, a plus changeup, plus command, an elite frame suggesting athletic longevity -- are here in a low-slot package that gives hitters fits. He was up to 97 last year, with his velocity climbing a bit in each successive outing, and he was living in the 93-96 range. Once a very risky, old-for-the-class high schooler, Rogers is now a stable 2 WAR starter prospect. <em>(Alternate site, MLB)</em>",EgPQVpXhSuU,22286
100,5,Ryan Mountcastle,BAL,LF,MLB,2021,50,Low,,25.0777777,"6' 3""",210,R,R,2015,Draft,BAL,1300000,Hagerty HS (FL),"Now that he's coming off about a month of hitting .333/.386/.492 in the big leagues, I feel a little more safe projecting Mountcastle as a 50 even though he's a free-swinging corner bat. He has great plate coverage and hits with power to all fields. His swing is gorgeous. He has a 4.5% career walk rate (it was about 7% in his small big league sample) and it's rare for DH/LF sorts to walk that little and be star-level performers. DH types with OBPs in the .310-.320 range typically max out in the 2-3 WAR range, which is where I expect Mountcastle to peak. But his contact quality is quite good, and the visual evaluation of the hit tool and the on-paper performance have been strong for several years, so the degree of confidence that Mountcastle will hit is relatively high for a prospect with plate discipline issues. There are Nick Castellanos similarities in Mountcastle's profile, frame, and swing aesthetic, and Castellanos was a back loaded 50. <em>(Alternate site, MLB)</em>",Mf-E2t1dIxo,18373
102,7,Taylor Walls,TBR,SS,MLB,2021,50,Low,,25.6833333,"5' 10""",180,S,R,2017,Draft,TBR,612500,Florida State,"So polished is Walls defensively that, were WIlly Adames to go down with injury or leave via trade, he's the most likely internal candidate to get everyday reps. Both the dev staff and the analytics group in Tampa Bay love him at shortstop, and this comes after he only looked okay to the eye in college. From a minor league defensive data perspective, Clay Davenport had him as being worth six runs at shortstop in 2019. His first step, internal clock, and situational awareness, combined with suitable foot speed, actions, and arm strength, not only make him viable at short, but actually really good there. 
Offensively, Walls is a switch-hitter with great feel for the strike zone and for squaring balls all over it. He's kinda stiff and really doesn't have much power because his swing is so simplistic, instead punching a lot of liner singles over the heads of infielders. It's not a sexy skillset but it is a great general profile -- a switch-hitting shortstop with on base skills -- with enough physical tools to compete with big leaguers. I have him as a low-variance 50 FV player based on the strength of his defense at a premium position. <em>(Alternate site)</em>",,22458
127,9,Shane McClanahan,TBR,MIRP,MLB,2022,50,Med,,24.8833333,"6' 1""",200,L,L,2018,Draft,TBR,2230100,USF,"Throughout his late high school and early college careers (the latter of which was paused by a Tommy John), McClanahan's stuff climbed from the mid-80s to the mid-90s. In the first start of his draft year, he hit 100 mph and flashed above average secondary stuff, which put him among the draft's top prospects right out of the gate. But things started to unravel from there. A finger injury, bad weather, fluctuating stuff, frustrating control, and questions about his maturity all contributed to a draft-day tumble to pick No. 31 and the hometown Rays. 
A year later, those concerns seemed trite. A more consistent, balanced delivery enabled McClanahan to throw more strikes and he absolutely carved A-ball. He got especially hot over a nine-game stretch at Hi-A, where he walked just eight over 49 innings. He ended up with 154 K in 120.2 innings, and reached Double-A. Then, after he had pitched at the alternate site all year, the Rays decided to foist McClanahan onto their playoff roster, and he made his big league debut in the playoffs. It did not go well, with McClanahan giving up a lot of really hard contact, but everyone got to see how hard he throws and how nasty his breaking stuff can be. I still have McClanahan evaluated as a power reliever. <em>(Alternate site, MLB)</em>  ",ntk-CU1Bo6A,21483
,6,William Contreras,ATL,C,MLB,2021,45+,Med,,24.2277777,"6' 0""",180,R,R,2014,J2,ATL,10000,Venezuela,"An exceptional athlete for a catcher, Contreras still has a fairly significant developmental path to traverse before he's a viable everyday backstop. Now a one-knee'd receiver, Contreras' framing is still visually suspect. We also have very little visual evidence of him throwing over the last two seasons, and what we do have is not great. He has an awful lot of energy, much like his brother did as a young player, and sometimes it can be a little frenetic. Contreras carries that spirit into the batter's box, where he really likes to swing. He has an uphill cut that works to right-center field even though it's best-suited for impacting pitches middle-in and down. The hope is that Contreras can narrow his approach and strike out less often so more of his plus bat speed can actually play. If he can do that, then he's got a very good chance of being an everyday catcher. If not, he'll be a toolsy, frustrating upper-minors one until something clicks. <em>(Alternate site, MLB)</em>",6knO4tYP-LM,20503
,5,Adbert Alzolay,CHC,SP,AAA,2021,45+,Med,,27.0416666,"6' 0""",208,R,R,2012,J2,CHC,10000,Venezuela,"Alzolay had regular health and durability issues while in the minors and it's the only reason he's not a Top 100 prospect. He was given extended rest and had his pitch counts limited late in the summer of 2017 before he was shut down in August. Then he had a PRP injection in 2018 after he was diagnosed with a lat strain and had biceps inflammation in '19. He has this system's best two-pitch mix, a fastball/slider combo that would pretty cleanly profile in the back of the bullpen if the Cubs eventually need to move him there for health reasons. He threw his changeup much more during his 2019 big league time than I would have guessed, but that pitch and Alzolay's curveball have been de-emphasized in favor of the relatively new slider, which Alzolay throws nearly as often as his fastball. He has mid-rotation upside assuming good health and a little more changeup refinement.",hnS3Oz08Xc4,17859
,6,Ryan Weathers,SDP,SIRP,MLB,2021,45+,High,,22.3611111,"6' 2""",230,R,L,2018,Draft,SDP,5226500,Loretto HS (TN),"I know that in one sense, Weathers has ""passed"" MacKenzie Gore at this moment after opening the season in San Diego's rotation, but I have broader concerns about Weathers' long-term success because of his history as a prospect. This is as gutsy and competitive a young guy as there is in the game, and that's part of why he's totally remade his body and is out there competing at the big league level at age 21 while other kids from his high school graduating class are in college or the mid-minors. But Weathers' stuff has been on a roller coaster for the last couple of years, culminating in the joint inflammation that occurred in a late-April start against Arizona. 
After a dominant beginning to his first full pro season, Weathers' stuff seeped away and he was eventually shut down with a dead arm and missed a chunk of 2019. When he returned, the mid-90s heat from early in the year did not, and Weathers' strikeout rate fell during the dog days of summer. When I saw him later during 2019 instructs, he sat 86-90 for much of his outing, albeit with excellent command, especially of his slider. Last spring, before the pandemic really hit, Weathers was once again living in the mid-90s, and he held that velo for a whole year before he had to leave that aforementioned start against the D-backs with soreness; his fastball was down in the 87-88 mph range. This has happened with Weathers enough that it impacts how I line him up as a prospect despite how quickly he's reached the bigs. There are exceptions, but it's also not typical for a pitcher with a body and delivery like this to stick in a rotation, and while Weathers has surgical slider command, he makes more grip-and-rip use of his fastball and has barely thrown a third pitch as a starter. I'm very confident he'll find a way to make an impact on a pitching staff, but I think he's more likely to end up as a set-up man than a long-term mid-rotation piece. <em>(Alternate site, MLB)</em>",_NYKyhaRURs,23796
,10,Pavin Smith,ARI,1B,MLB,2021,45,Low,,26.1111111,"6' 2""",210,L,L,2017,Draft,ARI,5016300,Virginia,"Smith has had elite strikeout-to-walk ratios dating back to college, but lacks the raw power and lift necessary to profile as an everyday first baseman. Starting in 2019, his body and mobility improved, which made him more playable in both outfield corners, and Smith had a strong offensive season in the Southern League, which is tough on hitters. He now projects as the larger half of a first base/corner outfield platoon. <em>(Alternate site, MLB)</em>",Jn6TUsdpXpc,19892
,10,Bobby Dalbec,BOS,3B,AAA,2021,45,High,,26.7138888,"6' 4""",225,R,R,2016,Draft,BOS,650000,Arizona,"Short of guys with elite power like Miguel Sanó and Joey Gallo, there's virtually no precedent for any corner bat to strike out as much as Dalbec does and still have sustained success as an everyday big leaguer. But his raw juice certainly approaches the top of the scale, and I think Dalbec gets to enough of it in games to play a part-time 1B/3B role. He's athletic enough to handle third base despite his considerable size, but Rafael Devers is entrenched at the hot corner, though he isn't great there. There's risk that the hit tool bottoms out but guys like Dalbec tend to find their way into the lineup frequently -- think Edwin Ríos. <em>(Alternate site, MLB)</em>",ZDPCbTYDtRo,19966
,7,Jonathan India,CIN,3B,MLB,2021,45,Med,,25.2527777,"6' 0""",200,R,R,2018,Draft,CIN,5297500,Florida,"The Reds opted in to the data and video sharing agreement from the alternate sites, and without a summer of games to see, pro scouts spent a lot of time parsing and writing reports off of video in 2020. These evaluations are especially important drivers for my opinion regarding India, who was coming off a nagging wrist injury that impacted his performance and ultimately ended his 2019 season (a lat issue ended his 2020). I've been a fairly staunch India skeptic, pointing to his draft year campaign as the anomaly among seasons of otherwise pedestrian output. There's renewed scout confidence in India's bat, at least from a contact perspective. He squared up the player pool pitching at Prasco Park pretty well but the exit velo data from the site is middling, at least at the top end of India's exit velocities. He also may not throw well enough to play third base, or have the range to play second, so I think there's increased risk that he ends up spending most of his time in left field, and I don't think he will have the power to profile as an everyday player there. But I think he might accidentally back into some prized defensive versatility by virtue of the Reds trying him all over the field, and end up playing a valuable multi-positional -- but ultimately bat-centric -- role. He just turned 24 and still hasn't had meaningful at-bats above A-ball. <em>(Alternate site)</em>",KPK-GaBvm6U,21523
,8,Taylor Trammell,SEA,LF,MLB,2021,45,Med,,24.5083333,"6' 2""",213,L,L,2016,Draft,CIN,3200000,Mount Paran HS (GA),"Trammell brings a lot to the table and is likely to be a good role-playing outfielder even though his struggles with contact, which ultimately led to him falling out of the Top 100, feel scary after his month-long big league trial. Remember that he was once a 60 FV prospect on here, one who looked like a shockingly polished low-minors hitter with an old school leadoff man's skillset. I simply don't think he was seeing a high concentration of big league velocity at that time, and a significant weakness went unexposed until Trammell began to face upper-level competition and his performance changed. The skills foundation that made him a former top prospect remains: Trammell sees a lot of pitches and should run above-average OBPs, he runs well, and will either end up playing a viable center field, or a dynamic left field. I've typically projected Trammell to left due to lack of arm strength. Generally, I think most teams have a superior outfield defender who'll play every day in center and instead have been comp'ing Trammell's overall skill set to Brett Gardner's for a while, though his feel for contact clearly isn't as good as Gardner's. Trammell's swing makes it tough for him to get on top of high fastballs (though he's often really close) and he's also apt to swing over breaking balls. Basically his swinging strike rates against all pitches (he's seen about 500 of them already) are all below-average. I have him evaluated as a versatile platoon outfielder. <em>(Alternate site)</em>",Xeh5cE_M4ew,19960
,11,Leody Taveras,TEX,CF,MLB,2021,45,Med,,23.5222222,"6' 1""",195,S,R,2015,J2,TEX,2100000,Dominican Republic,"I foolishly ascribed meaning to Taveras' 2020 statline and moved him into the back of the 50 FV tier ahead of the Top 100's publication. Then he flopped really hard to start 2021. His speed and center field defense are both excellent, which creates a floor of sorts, but scout opinions regarding how much Taveras will hit have varied. Though young for every level he's been at, Taveras hasn't performed on paper since his AZL campaign. Most pointed to this as sufficient evidence of his mediocrity, while others thought he looked bored and would flip a switch in the big leagues. I think Leody has above-average feel for contact as a left-handed hitter and that his right-handed swing is almost unusable, but his decent-looking 2020 splits reflect the opposite of that, a signal that it was a small sample mirage, a signal I ignored during the offseason. He has some table-setting qualities and has produced at about a 95 wRC+ clip throughout his pro career, which is on par with Harrison Bader and Jackie Bradley Jr., who have a power-over-hit version of this sort of defense-driven profile. And so I have a fourth outfielder grade on Taveras.",sxJR4Ast1fo,18900
,6,Dane Dunning,TEX,SP,AAA,2020,45,Low,,27.2388888,"6' 4""",225,R,R,2016,Draft,WAS,2000000,Florida,"Dunning was an intriguing projection arm in high school who flashed average stuff and had a good blend of size and athleticism. He took a big step forward during his freshman year at Florida, though the rest of the talent on that pitching staff pushed him to a bullpen/midweek/spot starting role for much of his career. The industry still valued him in the first round by the time he was a junior, and Washington selected him 29th overall in 2016, before trading him that winter for eventual title contributor Adam Eaton. 
Dunning had a very strong 2017, when his prospect value hit its pinnacle; he was viewed as a near-ready No. 4 starter and a core part of Chicago's rebuild. Then he missed the second half of 2018 with an elbow strain and tore his UCL during 2019 spring training, which required surgery. The pandemic complicated his rehab and Dunning threw side sessions during the shutdown. He quickly became a reliable rotation piece and made a handful of starts for the playoff-bound White Sox before they included him as part of the return package for Lance Lynn. 
Dunning's velocity is down a tick in 2021 with the Rangers but he's able to command his low-90s sinker at the bottom of the zone.  He most often supports that with a low-80s, two-planed slider, a pitch aided by some of the funk in Dunning's delivery. He's a kitchen sink righty with command of a sinker, slider, changeup, cutter, and a rare curveball. His command needs to be plus for Dunning to be effective since his raw stuff is shy of big league average, but it has been for a long time now. He's a slam dunk No. 4/5 starter.",,19409
,5,Luis Garcia,HOU,SP,MLB,2021,45,Med,,25.2583333,"6' 1""",244,R,R,2017,J2,HOU,20000,Venezuela,"Of the many hard-throwing young 20-somethings who occupied the thick middle of this list a few years ago, Garcia is the one whose touch-and-feel command really emerged. He's now a lock to remain a starter and will likely play an integral role in Houston's rotation going forward. During the course of a start, he'll typically sit in the 90-94 range and touch as high as 96 while working an awful lot to his glove side with the heater and his two very distinct breaking balls. Both Garcia's slider/cutter and curveball are average, though his slider has a little more lateral movement than it did in 2020, so maybe that pitch is above now. It's his tailing mid-80s changeup that has the nastiest action, and the best chance to finish big league hitters. 
Garcia was a 32% strikeout, 11% walk rate guy in the minors, including his most recent full season in 2019, the only time in his pro career he's exceeded 100 innings. He no longer looks like the sort of pitcher who'll produce peripherals like that over a full season and I'd expect both of those rate stats to fall. The lack of a short- and long-term workload track record and the leap Garcia might be asked to make in a rotation coming off a short 2020 create some extra volatility here, but Garcia's arm action is so loose and his lower half is so robust and strong that it might be less of an issue for him than it would be for others. He projects as a big-league ready No. 4/5 starter who'll produce in the 1.5 to 2 WAR range. <em>(Alternate site, MLB)</em>",,23735
,6,Bailey Falter,PHI,MIRP,MLB,2021,45,High,,24.8944444,"6' 4""",180,L,L,2015,Draft,PHI,420000,Chino Hills HS (CA),"Falter had interesting underlying traits in 2018 and '19, as he filled the zone with fringe stuff in the lower levels of the minor leagues, averaging fewer than two walks per nine innings from '17-'19. He missed the back half of 2019 because of an elbow strain but teams still kicked the tires on him in that year's Rule 5 Draft; Falter sat 89-92 that season. During 2020 instructs, he was not only healthy but throwing harder, sitting 90-94 throughout camp and 93-95 at his best. That extra velo is made tougher to hit because Falter is pretty funky and deceptive. His glove raise is like a magician's misdirection and he takes a gargantuan stride home, generating seven feet, three inches of extension. The secondaries are not dominant -- you'll see some plus changeups, but both breaking balls closer to average -- but I don't know how they'll play now that they're paired with a harder fastball. There's a breakout opportunity here, and if not, it's nice to know Falter is healthy and will be a viable backend option soon because of his ability to throw strikes. <em>(Fall Instructional League)</em>",,20070
,7,Johan Oviedo,STL,MIRP,MLB,2022,45,High,,24.0388888,"6' 6""",245,R,R,2016,J2,STL,1900000,Cuba,"Oviedo was one of the not-quite-ready-for-primetime players pressed into major league duty last year because of the Cardinals' COVID outbreak, and he struggled in a limited big league look. A hulking 6-foot-6, Oviedo has a workhorse starter's build that comps to a young Josh Beckett, he throws really hard, and he flashes above-average breaking stuff. All of these components are present intermittently, but Oviedo just hasn't leveled up as a strike-thrower yet, and his slider and curveball aren't nasty enough to override his loose command; they need to be located. The same is true of Oviedo's fastball. Even though it's in the mid-90s and has something close to a backspinning axis, his size creates more downhill plane on the pitch than a fastball with these other traits wants to have. I'm pretty confident Oviedo's going to be an integral part of a pitching staff eventually. At 23, it's looking more like that will be in relief further down the line, though right now it makes more sense to have him stretched out as starter depth. His repertoire depth and starter pedigree make him a strong candidate to work in a four-to-six out role. <em>(Alternate site, MLB)</em>", ,22487
,9,Bryse Wilson,ATL,SP,MLB,2021,45,Low,,24.2388888,"6' 1""",224,R,R,2016,Draft,ATL,1200000,Orange HS (NC),"Wilson's performance has leveled off since his epic tear through the upper minors in 2018 and '19. Even as the Braves were clamoring for stable starters in 2020, Wilson only threw 15 innings and was reduced to making an emergency NLCS appearance, in which he competed admirably. As his secondary stuff has looked largely unimpactful against big league hitters, Wilson's saving grace will likely be his command. He'll work his low-90s sinker at the knees, then run his four-seamer up the ladder to finish hitters, and Wilson has great command of his two-plane, upper-70s curveball. He seemed to lose feel for his mid-80s cutter/slider last year, and while he can locate his changeup, it simply isn't that good. The depth of Wilson's repertoire and his command of it make him a high-probability rotation piece but what he can lean on to miss bats is pretty narrow. He has fifth starter stuff but the command will help it play up and hopefully enable WIlson to eat innings in a way more commensurate with a 1.5 WAR type of starter. <em>(Alternate site, MLB)</em>",-W1-8t94J3M,19990
,9,Dean Kremer,BAL,SP,MLB,2021,45,Low,,26.1916666,"6' 3""",185,R,R,2016,Draft,LAD,147500,UNLV,"Kremer showed a little bit of a velo bump in 2020, averaging 93 mph with his fastball (a mix of four- and two-seamers) after he sat 90-93 in the minors in 2019. I think Kremer’s curveball is going to be an early-count weapon rather than a put-away pitch, but I still consider it above-average because of its depth and bite. His little mid-80s cutter/slider is command-dependent, but I think he'll have above-average command. Yes, he had walk issues over a small 2020 big league sample, which were largely due to a single, meltdown outing. Remember that Kremer threw 60% of his fastballs in the strike zone in 2019, and I think his issues last year were just small sample noise. He executes his slider location enough that it’ll be effective. I think he'll eat a ton of innings thanks to his command and end up a 1.5 WAR-ish starter. <em>(Alternate site, MLB)</em>",C-CdJvKu9Lo,19350
,7,Jonah Heim,TEX,C,MLB,2020,45,Low,,26.7194444,"6' 4""",220,S,R,2013,Draft,BAL,389700,Amherst HS (NY),"Catching inventory is limited around baseball, and Heim has several underlying characteristics that might indicate he’s going to break late and become a viable everyday backstop. He has hopped around a bit: a 2013 fourth-round high school draftee from the Buffalo area, he was eventually traded from Baltimore to Tampa Bay for Steve Pearce, then to Oakland as the PTBNL for Joey Wendle, then to Texas as the main return for Elvis Andrus. 
From 2017 to ’19, Heim posted batting lines above the minor league average of the level at which he was playing. This is a 6-foot-4, switch-hitting catcher from a cold-weather climate, and those traits are generally considered markers for late-career development, though that is anecdotal. He's currently splitting time with Jose Trevino, but I think Heim will eventually be a clear upgrade to Trevino on offense, and a more consistent offensive performer than Sam Huff. David García, the other catcher on Texas’ 40-man, is only 21 and still too green to factor into the big league picture at all right now. Heim receives from a traditional squat, with his glove hand working from the ground up. He's a great framer and will show you average pop times on trials when he's catching the ball to his glove side, and below average times when he has to reach across his body. He's a long-term defensive fit back there and has more offensive skill than is typical at the position.",,16930
,15,Zach McKinstry,LAD,2B,MLB,2021,45,Low,,26.8805555,"6' 0""",180,L,R,2016,Draft,LAD,100000,Central Michigan,"He had a significant power production increase last year but McKinstry's big league role is likely tied to his defensive versatility and excellence, especially at second base, where he's a plus defender. As such, he's an internal candidate to assume Kiké Hernandez's role as a multi-positional defensive replacement who occasionally hits for A.J. Pollock and Chris Taylor. His arm is a little light to play shortstop consistently, and the pop for an everyday hitting role likely isn't there, but McKinstry is a major league-ready, high-probability role player. <em>(Alternate site, MLB)</em>",,19392
