Avail,Player,MLB,Eligible,Rank
W ( 4/15),Miles Mikolas SP | STL ,A,SP,861
W ( 4/15),Luis F. Castillo RP | SEA ,M,RP,862
W ( 4/15),Antonio Senzatela SP | COL ,A,SP,863
Levittown Panthers,Kumar Rocker SP | TEX ,A,SP,865
W ( 4/15),Elvin Rodriguez RP | MIL ,A,RP,866
W ( 4/15),Ian Anderson SP | LAA,A,SP,867
W ( 4/15),Chris Paddack SP | MIN ,A,SP,869
W ( 4/15),Emerson Hancock SP | SEA,M,SP,870
W ( 4/15),Sam Long RP | KC ,IL,RP,871
Richmond Hippies,Marcus Stroman SP | NYY ,IL,SP,872
W ( 4/15),Joel Payamps RP | MIL,A,RP,873
W ( 4/15),Cionel Perez RP | BAL,A,RP,874
W ( 4/15),Connor Thomas RP | MIL ,IL,RP,875
W ( 4/15),Joey Estes SP | ATH,M,SP,876
W ( 4/15),R.C. Orlan RP | CLE,M,RP,9999
W ( 4/15),Seth Lonsway SP | SF,M,SP,9999
W ( 4/15),Kendall Williams SP | LAD,M,SP,9999
W ( 4/15),Starling Peralta SP | CHC,M,SP,9999
W ( 4/15),John McMillon RP | PHI,M,RP,9999
W ( 4/15),Michael Prosecky SP | COL,M,SP,9999
W ( 4/15),Erasmo Pinales RP | HOU,M,RP,9999
W ( 4/15),Andrew Misiaszek RP | CLE,M,RP,9999
W ( 4/15),Ian Seymour SP | TB,M,SP,9999
W ( 4/15),Adrian Florencio SP | PIT,M,SP,9999
W ( 4/15),Owen Murphy SP | ATL ,M,SP,9999
W ( 4/15),Keegan Long RP | ARI,M,RP,9999
W ( 4/15),Cesar Valdez RP | LAA,A,RP,9999
W ( 4/15),David Griffin RP | NYM,M,RP,9999
W ( 4/15),Duane Underwood RP | NYY,M,RP,9999
W ( 4/15),Mark Peterson RP | KC,M,RP,9999
W ( 4/15),Yoelvin Silven RP | CHW,A,RP,9999
W ( 4/15),Trey Cochran-Gill RP | ATH,M,RP,9999
W ( 4/15),Nick Robertson RP | HOU,M,RP,9999
W ( 4/15),CJ Van Eyk SP | TOR,M,SP,9999
W ( 4/15),Shawn Dubin RP | HOU ,IL,RP,9999
W ( 4/15),Scott Boches RP | SEA,M,RP,9999
W ( 4/15),Jake Rice RP | ARI,M,RP,9999
W ( 4/15),Bryce Cunningham SP | NYY,M,SP,9999
W ( 4/15),Walter Ford SP | SEA,M,SP,9999
W ( 4/15),Ryan Middendorf RP | MIL,M,RP,9999
W ( 4/15),Hobbs Johnson RP | MIL,M,RP,9999
W ( 4/15),Andrew Chafin RP | DET,M,RP,9999
W ( 4/15),Zach Lovvorn SP | KC,M,SP,9999
W ( 4/15),Drew Smyly RP | CHC,A,RP,9999
W ( 4/15),Matt Festa RP | TEX,M,RP,9999
W ( 4/15),Tyler Gough SP | SEA ,M,SP,9999
W ( 4/15),Spencer Giesting SP | ARI,M,SP,9999
W ( 4/15),Trey Wingenter RP | CHC,A,RP,9999
W ( 4/15),Jackson Nezuh SP | HOU,M,SP,9999
W ( 4/15),Corey Knebel RP | CHW,M,RP,9999
W ( 4/15),Woo-Suk Go RP | MIA,M,RP,9999
W ( 4/15),Stephen Nogosek RP | WAS,M,RP,9999
W ( 4/15),Zack Thompson RP | STL ,IL,RP,9999
W ( 4/15),Barrett Loseke RP | NYY,M,RP,9999
W ( 4/15),Alex Bustamante RP | NYY,M,RP,9999
W ( 4/15),Trey Riley SP | ATL,M,SP,9999
W ( 4/15),Will Childers RP | MIL,M,RP,9999
W ( 4/15),David Morgan RP | SD,M,RP,9999
W ( 4/15),Griffin Herring SP | NYY,M,SP,9999
W ( 4/15),Lazaro Estrada SP | TOR,M,SP,9999
W ( 4/15),Blake Larson SP | CHW ,M,SP,9999
W ( 4/15),Jordan Harrison RP | ATL,M,RP,9999
W ( 4/15),Jack Sellinger RP | MIA,M,RP,9999
W ( 4/15),Jack Dashwood RP | LAA ,M,RP,9999
W ( 4/15),Wladimir Pinto RP | MIN,M,RP,9999
W ( 4/15),Sam Bachman RP | LAA ,IL,RP,9999
W ( 4/15),Ben Klimesh RP | CIN,M,RP,9999
W ( 4/15),Craig Yoho RP | MIL,M,RP,9999
W ( 4/15),Dakota Hawkins RP | NYM,M,RP,9999
W ( 4/15),Theo Denlinger RP | BOS,M,RP,9999
W ( 4/15),Wander Perez RP | PHI,M,RP,9999
W ( 4/15),Eddy Yean SP | PIT,M,SP,9999
W ( 4/15),Alex Wood SP | ATH,A,SP,9999
W ( 4/15),Lenny Torres SP | CIN,M,SP,9999
W ( 4/15),Chen-Wei Lin SP | STL ,IL,SP,9999
W ( 4/15),Matt Ager SP | PIT,M,SP,9999
W ( 4/15),Andry Lara SP | WAS,M,SP,9999
W ( 4/15),Tony Locey RP | COL,M,RP,9999
W ( 4/15),Kevin Herget RP | NYM,M,RP,9999
W ( 4/15),Henry Williams SP | KC,M,SP,9999
W ( 4/15),Gabriel Jackson RP | BOS,M,RP,9999
W ( 4/15),Yefri Del Rosario SP | KC,M,SP,9999
W ( 4/15),Trevor Kelley RP | SEA,M,RP,9999
W ( 4/15),Victor Lizarraga SP | SD,A,SP,9999
W ( 4/15),Adam Stone RP | NYY,M,RP,9999
W ( 4/15),Xavier Meachem RP | MIA,M,RP,9999
W ( 4/15),Steven Perez RP | CLE,M,RP,9999
W ( 4/15),Ricky Vanasco RP | DET ,IL,RP,9999
W ( 4/15),Cole Duensing RP | CHW,M,RP,9999
W ( 4/15),Cole Waites RP | SF ,IL,RP,9999
W ( 4/15),Sam Runion RP | TB,M,RP,9999
W ( 4/15),Michael Boyle RP | MIN,M,RP,9999
W ( 4/15),Tyson Neighbors RP | SD,M,RP,9999
W ( 4/15),Kevin Ziomek SP | DET,M,SP,9999
W ( 4/15),Jose Oyervidez RP | SD,M,RP,9999
W ( 4/15),Juan Gonzalez RP | STL,M,RP,9999
W ( 4/15),Anthony Kay RP | NYM,A,RP,9999
W ( 4/15),Steven Echavarria SP | ATH,M,SP,9999
W ( 4/15),Derek Eitel SP | WAS,M,SP,9999
W ( 4/15),Mike Adams RP | PHI,M,RP,9999
W ( 4/15),Brady Feigl RP | MIN ,IL,RP,9999
W ( 4/15),Scott Gracey RP | TOR,A,RP,9999
W ( 4/15),Blayne Enlow RP | SF,M,RP,9999
W ( 4/15),Brett Wichrowski SP | MIL ,IL,SP,9999
W ( 4/15),Jaden Hill RP | COL,M,RP,9999
W ( 4/15),Robert Dominguez RP | NYM,M,RP,9999
W ( 4/15),Darlin Saladin SP | STL,M,SP,9999
W ( 4/15),Dane Acker SP | TEX,M,SP,9999
W ( 4/15),Wes Helsabeck RP | LAD,M,RP,9999
W ( 4/15),Matt Anderson RP | SEA,M,RP,9999
W ( 4/15),Robinson Pina SP | MIA,M,SP,9999
W ( 4/15),Rodolfo Martinez RP | BAL,M,RP,9999
W ( 4/15),Tyler Waldron RP | STL,M,RP,9999
W ( 4/15),Brady Choban RP | LAA,M,RP,9999
Richmond Hippies,Cam Caminiti SP | ATL ,M,SP,9999
W ( 4/15),Nolan Hoffman RP | TEX,M,RP,9999
W ( 4/15),Jake Johansen SP | WAS,M,SP,9999
Lewisberg All Blacks,Shane Bieber SP | CLE ,IL,SP,9999
W ( 4/15),Tommy Shirley SP | HOU,M,SP,9999
W ( 4/15),Joe Glassey RP | BAL,M,RP,9999
W ( 4/15),Reagan Todd RP | COL,M,RP,9999
W ( 4/15),Danny Watson RP | NYY,M,RP,9999
W ( 4/15),Luke Sinnard SP | ATL,M,SP,9999
W ( 4/15),Eric Pardinho SP | TOR,M,SP,9999
W ( 4/15),Charles Nading RP | SD,M,RP,9999
W ( 4/15),Tucker Davidson RP | BAL,A,RP,9999
W ( 4/15),Dylan Covey RP | ATL,A,RP,9999
W ( 4/15),Alfredo Zarraga RP | TB,M,RP,9999
W ( 4/15),Lucas Benenati RP | CIN,M,RP,9999
W ( 4/15),Caleb Freeman RP | CHW,M,RP,9999
W ( 4/15),Zak Kent SP | CLE,M,SP,9999
W ( 4/15),David Hurlbut SP | TEX,M,SP,9999
W ( 4/15),Daniel McGrath RP | BOS,M,RP,9999
W ( 4/15),Austin Love SP | STL,M,SP,9999
W ( 4/15),Bryan Evans SP | MIA,M,SP,9999
W ( 4/15),Benony Robles RP | LAD,M,RP,9999
W ( 4/15),Jorgan Cavanerio RP | MIA,M,RP,9999
W ( 4/15),Jake Higginbotham RP | SD,M,RP,9999
W ( 4/15),Nick Morreale RP | SF,M,RP,9999
W ( 4/15),John Fasola RP | TEX,M,RP,9999
W ( 4/15),Justin Garza RP | LAA,A,RP,9999
W ( 4/15),Kaleb Fleck RP | ARI,M,RP,9999
W ( 4/15),Jake Odorizzi SP | TB,M,SP,9999
W ( 4/15),Seth Simmons RP | ARI,M,RP,9999
W ( 4/15),Levi Sterling SP | PIT,M,SP,9999
W ( 4/15),Philip Abner RP | ARI,M,RP,9999
W ( 4/15),Trevor McDonald SP | SF,M,SP,9999
W ( 4/15),Isaac Mattson RP | PIT,M,RP,9999
W ( 4/15),Cooper Adams RP | BOS,M,RP,9999
W ( 4/15),Luis Reyes RP | WAS,M,RP,9999
W ( 4/15),Brad Roney RP | ARI,M,RP,9999
W ( 4/15),Tommy Parsons SP | STL,M,SP,9999
W ( 4/15),Wen-Hui Pan RP | PHI ,M,RP,9999
W ( 4/15),Bishop Letson SP | MIL,M,SP,9999
W ( 4/15),Chen Zhuang SP | ATH,M,SP,9999
W ( 4/15),Michael Danielak RP | ATH,M,RP,9999
W ( 4/15),Austin Kitchen RP | SEA,M,RP,9999
W ( 4/15),Gerardo Carrillo SP | TEX ,M,SP,9999
W ( 4/15),Spencer Adams SP | CHW,M,SP,9999
W ( 4/15),Giovanny Gallegos RP | LAD ,IL,RP,9999
W ( 4/15),Alex Pham SP | BAL,M,SP,9999
W ( 4/15),Keegan Thompson RP | CHC,A,RP,9999
W ( 4/15),Michael Kelly RP | ATH ,A,RP,9999
W ( 4/15),C.D. Pelham RP | ATH ,IL,RP,9999
W ( 4/15),Andrew Wantz RP | TB ,IL,RP,9999
W ( 4/15),Ben Leeper RP | CHC,M,RP,9999
W ( 4/15),Wes Parsons RP | CLE,M,RP,9999
W ( 4/15),Zach Warren RP | PHI,M,RP,9999
W ( 4/15),Mason Fox RP | SD,M,RP,9999
W ( 4/15),Austin Wood SP | LAA,M,SP,9999
W ( 4/15),Matthew Allan SP | NYM,M,SP,9999
W ( 4/15),Luis Serna SP | NYY ,M,SP,9999
W ( 4/15),Matt Russell SP | PHI,M,SP,9999
W ( 4/15),Mario Meza RP | CHC,M,RP,9999
W ( 4/15),Stevie Branche RP | CIN,M,RP,9999
W ( 4/15),Jake Faherty RP | MIA,M,RP,9999
W ( 4/15),Jonathan Bermudez RP | MIA,A,RP,9999
W ( 4/15),Richard Guasch RP | WAS,M,RP,9999
W ( 4/15),Ivan Armstrong RP | LAA,M,RP,9999
W ( 4/15),Blake Taylor RP | NYM,M,RP,9999
W ( 4/15),Eric Karch RP | LAA,M,RP,9999
W ( 4/15),Josh Wolf SP | CLE,M,SP,9999
W ( 4/15),Jake Paulson RP | CLE,M,RP,9999
W ( 4/15),Haylen Green RP | CHW,M,RP,9999
W ( 4/15),Luis De Leon SP | BAL,M,SP,9999
W ( 4/15),Justin Jarvis SP | LAD,M,SP,9999
W ( 4/15),Sean Harney RP | TB,M,RP,9999
W ( 4/15),Joe Pistorese RP | SEA,M,RP,9999
W ( 4/15),Amos Willingham RP | ATL,M,RP,9999
W ( 4/15),Troy Watson SP | DET,M,SP,9999
W ( 4/15),Austin Sodders RP | DET,M,RP,9999
W ( 4/15),Luke Albright SP | ARI,M,SP,9999
W ( 4/15),Max Rajcic SP | STL,M,SP,9999
W ( 4/15),Josh Grosz SP | NYY,M,SP,9999
W ( 4/15),Boone Whiting SP | STL,M,SP,9999
W ( 4/15),Alex Phillips RP | MIN,M,RP,9999
W ( 4/15),Rodney Boone SP | CLE,M,SP,9999
W ( 4/15),Connor Curlis RP | CIN,M,RP,9999
W ( 4/15),Reggie Crawford RP | SF ,M,RP,9999
W ( 4/15),Yu-Min Lin SP | ARI,M,SP,9999
W ( 4/15),Endrys Briceno SP | LAA,M,SP,9999
W ( 4/15),Maddux Bruns SP | LAD ,M,SP,9999
W ( 4/15),Luis Diaz SP | SD,M,SP,9999
W ( 4/15),Chase Costello RP | MIL,M,RP,9999
W ( 4/15),Jonathan Maciel RP | DET,M,RP,9999
W ( 4/15),Tommy Henry SP | ARI,M,SP,9999
W ( 4/15),Adrian Acosta SP | LAA,M,SP,9999
W ( 4/15),Robert Zarate SP | CLE,M,SP,9999
W ( 4/15),Jesus Liranzo RP | MIL,M,RP,9999
W ( 4/15),Ethan DeCaster RP | DET,M,RP,9999
W ( 4/15),Joe Cavallaro RP | NYM,M,RP,9999
W ( 4/15),Kevin Gowdy SP | TOR,M,SP,9999
W ( 4/15),Sabier Marte SP | NYY,M,SP,9999
W ( 4/15),Riley Pint RP | COL,M,RP,9999
W ( 4/15),Gabriel Ponce RP | TOR,M,RP,9999
W ( 4/15),Norwith Gudino RP | BOS,M,RP,9999
W ( 4/15),Garrett Fulenchek SP | ATL,M,SP,9999
W ( 4/15),Matt Flemer RP | COL,M,RP,9999
W ( 4/15),Drew Gray SP | CHC ,M,SP,9999
W ( 4/15),Tyler Higgins RP | SD,M,RP,9999
W ( 4/15),"Spencer Turnbull RP,SP | PHI",A,"RP,SP",9999
W ( 4/15),Jake Kalish SP | LAA,M,SP,9999
W ( 4/15),Braxton Roxby RP | CIN,M,RP,9999
W ( 4/15),Hobie Harris RP | BOS,M,RP,9999
W ( 4/15),Denny Bentley RP | MIN,M,RP,9999
W ( 4/15),Dan Hammer RP | TB,M,RP,9999
W ( 4/15),Kevin Lenik RP | KC,M,RP,9999
W ( 4/15),Rico Garcia RP | NYM,M,RP,9999
W ( 4/15),Daison Acosta RP | WAS,M,RP,9999
W ( 4/15),Jesse Wainscott RP | SEA,M,RP,9999
W ( 4/15),Hayden Juenger RP | TOR,M,RP,9999
W ( 4/15),Andrew Morris SP | MIN,M,SP,9999
W ( 4/15),Nolan Becker RP | CIN,M,RP,9999
W ( 4/15),Frank Rubio RP | SF,M,RP,9999
W ( 4/15),Chris Kohler SP | ATH,M,SP,9999
W ( 4/15),Tyler Cleveland RP | SEA,M,RP,9999
W ( 4/15),Christian Montes De Oca RP | ARI,A,RP,9999
W ( 4/15),Nick Bennett RP | MIL,M,RP,9999
W ( 4/15),Ian Kahaloa SP | CIN,M,SP,9999
W ( 4/15),John Gorman RP | ATH,M,RP,9999
W ( 4/15),Inohan Paniagua SP | STL,M,SP,9999
W ( 4/15),Ryan Clark RP | LAA,M,RP,9999
W ( 4/15),Edwin Jimenez RP | MIL,M,RP,9999
W ( 4/15),Albert Abreu RP | CIN,M,RP,9999
W ( 4/15),P.J. Francescon RP | CHC,M,RP,9999
W ( 4/15),Jared Southard RP | LAA,M,RP,9999
W ( 4/15),Mason Vinyard RP | NYY,M,RP,9999
W ( 4/15),Brian Holiday SP | STL ,M,SP,9999
W ( 4/15),Ty Adcock RP | NYM,M,RP,9999
W ( 4/15),Russell Smith SP | MIL,M,SP,9999
W ( 4/15),Daniel Norris RP | CLE,A,RP,9999
W ( 4/15),Austin Smith SP | SD,M,SP,9999
W ( 4/15),Erik Swanson RP | TOR ,IL,RP,9999
W ( 4/15),Jose Albertos RP | CHC,M,RP,9999
W ( 4/15),Ranfi Casimiro RP | PHI,M,RP,9999
W ( 4/15),Will Klein RP | SEA,M,RP,9999
W ( 4/15),Brendan McCurry RP | LAA,M,RP,9999
Lewisberg All Blacks,Evan Phillips RP | LAD ,IL,RP,9999
W ( 4/15),Trey Jeans RP | CHW,M,RP,9999
W ( 4/15),Grayson Hitt SP | ARI,M,SP,9999
W ( 4/15),Mason Green SP | COL,M,SP,9999
W ( 4/15),Stephen Gonsalves RP | LAD,M,RP,9999
W ( 4/15),Noe Toribio RP | PIT,M,RP,9999
W ( 4/15),Nate Griep RP | COL,M,RP,9999
W ( 4/15),Adrian Chaidez SP | HOU,M,SP,9999
W ( 4/15),Austin Drury RP | LAD,M,RP,9999
W ( 4/15),Samuel Sanchez SP | LAD,M,SP,9999
W ( 4/15),Manuel Mercedes SP | SF,A,SP,9999
W ( 4/15),Mark Zimmerman RP | SD,M,RP,9999
W ( 4/15),Travis Kuhn RP | SEA,M,RP,9999
W ( 4/15),Sam Lewis RP | ARI,M,RP,9999
W ( 4/15),Terry Doyle SP | ARI,M,SP,9999
W ( 4/15),Kohl Simas SP | CHW ,M,SP,9999
W ( 4/15),Jonathan Martinez RP | CHC,M,RP,9999
W ( 4/15),Kohl Drake SP | TEX,M,SP,9999
W ( 4/15),Shaun Anderson RP | LAA,M,RP,9999
W ( 4/15),"Rob Zastryzny RP,SP | NYY",M,"RP,SP",9999
W ( 4/15),Elieser Hernandez RP | MIL,M,RP,9999
Levittown Panthers,Austin Gomber SP | COL ,IL,SP,9999
W ( 4/15),Enrique Burgos SP | MIA,M,SP,9999
W ( 4/15),Tyler Kolek SP | MIA,M,SP,9999
W ( 4/15),Connor O'Halloran RP | TOR,M,RP,9999
W ( 4/15),Wil Crowe RP | PIT,A,RP,9999
W ( 4/15),Willy Collado RP | HOU,M,RP,9999
Northern Virginia River Rats,Patrick Sandoval SP | BOS ,IL,SP,9999
W ( 4/15),Markus Solbach RP | DET,M,RP,9999
W ( 4/15),Trevor Clifton SP | TOR,M,SP,9999
W ( 4/15),Dylan Ray SP | ARI,M,SP,9999
W ( 4/15),Dace Kime SP | CLE,M,SP,9999
W ( 4/15),Evan Mitchell RP | CLE,M,RP,9999
W ( 4/15),Jake Walsh RP | ATL,M,RP,9999
W ( 4/15),Justin Watts RP | TOR,M,RP,9999
Lewisberg All Blacks,Travis Sykora SP | WAS ,M,SP,9999
W ( 4/15),Juan Martinez RP | CIN,M,RP,9999
W ( 4/15),Franco Aleman RP | CLE ,M,RP,9999
Northern Virginia River Rats,Darius Vines SP | ATL ,M,SP,9999
W ( 4/15),J.T. Brubaker SP | NYY ,IL,SP,9999
Iowa Cubs,Michael McGreevy SP | STL,M,SP,9999
W ( 4/15),"Sixto Sanchez RP,SP | MIA",A,"RP,SP",9999
W ( 4/15),Greg Nappo SP | MIA,M,SP,9999
W ( 4/15),Colin Kleven SP | CHW,M,SP,9999
W ( 4/15),Wei-Chieh Huang SP | PIT,M,SP,9999
W ( 4/15),Taylor Widener RP | ATL,M,RP,9999
W ( 4/15),Henry Martinez RP | CLE,M,RP,9999
W ( 4/15),Jake Reed RP | LAD,A,RP,9999
W ( 4/15),Garrett Burhenn RP | DET,M,RP,9999
W ( 4/15),Kyle Marman RP | CLE,M,RP,9999
W ( 4/15),Jovani Moran RP | BOS ,IL,RP,9999
W ( 4/15),Darrell Thompson RP | MIL,M,RP,9999
W ( 4/15),Spencer Stockton RP | CIN,M,RP,9999
Midlothian DeadHeads,Kyle Harrison SP | SF,M,SP,9999
W ( 4/15),Jason Stoffel RP | PIT,M,RP,9999
W ( 4/15),Dylan Lesko SP | TB,M,SP,9999
W ( 4/15),Jaxon Wiggins SP | CHC,M,SP,9999
W ( 4/15),Eli Saul RP | ARI,M,RP,9999
W ( 4/15),Kendry Rojas SP | TOR ,M,SP,9999
W ( 4/15),Jeff Bain RP | ARI,M,RP,9999
W ( 4/15),Chris Clarke SP | CHC,M,SP,9999
W ( 4/15),Glenn Otto RP | HOU ,IL,RP,9999
W ( 4/15),Ryan Halstead RP | SF,M,RP,9999
W ( 4/15),Cole Paplham RP | SD,M,RP,9999
W ( 4/15),Aldry Acosta RP | LAD,M,RP,9999
W ( 4/15),Tyson Guerrero SP | KC,M,SP,9999
W ( 4/15),Christopher Gau RP | PIT,M,RP,9999
W ( 4/15),Casey Cobb RP | BOS,M,RP,9999
W ( 4/15),Mason Black SP | SF,M,SP,9999
W ( 4/15),Jose Betances RP | HOU,M,RP,9999
W ( 4/15),Kenny Hernandez RP | STL,M,RP,9999
W ( 4/15),Carlos Duran SP | LAD,M,SP,9999
W ( 4/15),Alex Valverde RP | NYM,M,RP,9999
W ( 4/15),Alejandro Mateo RP | CHW,M,RP,9999
W ( 4/15),Ben Simon RP | NYM,M,RP,9999
W ( 4/15),Alex Cook RP | TB ,IL,RP,9999
W ( 4/15),Cody Buckel RP | TEX,M,RP,9999
W ( 4/15),Zach King SP | MIA,M,SP,9999
W ( 4/15),Hayden Snelsire RP | TB,M,RP,9999
W ( 4/15),Casey Legumina RP | SEA ,A,RP,9999
W ( 4/15),Fineas Del Bonta-Smith RP | PIT,M,RP,9999
W ( 4/15),Logan Taylor RP | NYM,M,RP,9999
W ( 4/15),Sean Guenther RP | DET ,M,RP,9999
W ( 4/15),Angel Bastardo SP | TOR ,IL,SP,9999
W ( 4/15),Michael Jensen RP | CHC,M,RP,9999
W ( 4/15),Jake Woodford SP | COL,M,SP,9999
W ( 4/15),Jose Acuna SP | CIN,M,SP,9999
W ( 4/15),Andrew Gross RP | TB,M,RP,9999
W ( 4/15),Jack Dallas RP | PHI,M,RP,9999
W ( 4/15),Carlos Gonzalez SP | CIN,M,SP,9999
W ( 4/15),Edwin Escobar SP | CHC,M,SP,9999
W ( 4/15),Yerry De Los Santos RP | NYY,M,RP,9999
W ( 4/15),Devin Sweet RP | PHI,M,RP,9999
W ( 4/15),Jack Sinclair RP | WAS,M,RP,9999
W ( 4/15),Cameron Bishop SP | BAL,M,SP,9999
W ( 4/15),Buddy Borden RP | PIT,M,RP,9999
W ( 4/15),Austin Roberts RP | MIA,M,RP,9999
W ( 4/15),Hunter Schryver RP | CHW,M,RP,9999
W ( 4/15),Dereck Rodriguez RP | ATL,A,RP,9999
W ( 4/15),Rob Griswold RP | ATL,M,RP,9999
W ( 4/15),Yaya Chentouf RP | DET,M,RP,9999
W ( 4/15),Evan Rutckyj RP | NYY,M,RP,9999
W ( 4/15),Asa Lacy RP | KC ,M,RP,9999
W ( 4/15),Corey Walter RP | ATH,M,RP,9999
W ( 4/15),Argenis Blanco RP | ATH,M,RP,9999
W ( 4/15),Eric Lauer SP | TOR,M,SP,9999
W ( 4/15),Franklin German RP | BOS,M,RP,9999
W ( 4/15),Mark Sappington SP | TB,M,SP,9999
W ( 4/15),Daniel Juarez RP | NYM,M,RP,9999
W ( 4/15),Gene Escat RP | BAL,M,RP,9999
W ( 4/15),Lucas Jacobsen RP | TEX,M,RP,9999
W ( 4/15),Tommy McCollum RP | PHI,M,RP,9999
W ( 4/15),Braden Webb SP | MIL,M,SP,9999
W ( 4/15),Jackson Fristoe RP | NYY,M,RP,9999
W ( 4/15),Alessandro Ercolani SP | PIT,M,SP,9999
Iowa Cubs,Lance McCullers SP | HOU ,IL,SP,9999
W ( 4/15),Shane Murphy RP | CHW,M,RP,9999
W ( 4/15),Samuel Holland RP | LAA,M,RP,9999
W ( 4/15),Marlon Arias RP | ARI,M,RP,9999
W ( 4/15),Brayan Perez RP | SEA,M,RP,9999
W ( 4/15),Bailey Dees RP | NYY,M,RP,9999
W ( 4/15),Mitch Lambson RP | MIL,M,RP,9999
W ( 4/15),Eduardo Herrera RP | NYM,M,RP,9999
W ( 4/15),Zack Hess RP | DET,M,RP,9999
W ( 4/15),Brian Loconsole RP | LAA,M,RP,9999
W ( 4/15),Matthew Kent RP | BOS,M,RP,9999
W ( 4/15),Sean Poppen RP | SEA,M,RP,9999
W ( 4/15),Derek West RP | HOU,M,RP,9999
W ( 4/15),Travis Ballew RP | HOU,M,RP,9999
Lewisberg All Blacks,Ryan Sloan SP | SEA,M,SP,9999
W ( 4/15),Angel Cuenca RP | STL,M,RP,9999
W ( 4/15),Juan Burgos RP | SEA,M,RP,9999
W ( 4/15),Keider Montero SP | DET,M,SP,9999
Richmond Hippies,Jhancarlos Lara SP | ATL,M,SP,9999
W ( 4/15),Jared Johnson SP | ATL,M,SP,9999
W ( 4/15),Austin Pope RP | ARI,M,RP,9999
W ( 4/15),Adam Lopez RP | CHW,M,RP,9999
W ( 4/15),Riley Thompson SP | CHC,M,SP,9999
W ( 4/15),Yunior Marte RP | PHI,A,RP,9999
W ( 4/15),Drew Anderson RP | DET,M,RP,9999
W ( 4/15),Steven Klimek RP | MIN,M,RP,9999
W ( 4/15),Ryan Weber RP | NYY,A,RP,9999
W ( 4/15),Deyni Olivero RP | ARI,M,RP,9999
W ( 4/15),Matt Andriese RP | MIA,M,RP,9999
W ( 4/15),Beau Sulser RP | BAL,A,RP,9999
W ( 4/15),Jaron Long SP | WAS,M,SP,9999
W ( 4/15),John Murphy RP | CIN,M,RP,9999
W ( 4/15),Grant Kipp SP | CHC,M,SP,9999
W ( 4/15),Solomon Bates RP | SF,M,RP,9999
W ( 4/15),Benjamin Onyshko RP | SEA,M,RP,9999
W ( 4/15),Anderson Espinoza RP | SD,M,RP,9999
W ( 4/15),Nick Neidert SP | CHC,M,SP,9999
W ( 4/15),Miguel Mejia RP | CHC,M,RP,9999
W ( 4/15),Logan Workman SP | TB,M,SP,9999
W ( 4/15),Joe Gunkel SP | MIN,M,SP,9999
W ( 4/15),Luke Eubank RP | CLE,M,RP,9999
W ( 4/15),Jake Wong RP | CIN,M,RP,9999
W ( 4/15),Jonah Wesely RP | LAA,M,RP,9999
W ( 4/15),Jaime Melendez SP | HOU,M,SP,9999
W ( 4/15),Adam Kolarek RP | LAA,M,RP,9999
W ( 4/15),Cole Zaffiro SP | NYY,M,SP,9999
W ( 4/15),Matt Keating RP | NYY,M,RP,9999
W ( 4/15),Dominic Hamel SP | NYM ,M,SP,9999
East Carolina Bucs,Chase Petty SP | CIN,M,SP,9999
W ( 4/15),Trevor Martin SP | TB,M,SP,9999
W ( 4/15),Matthew Peguero RP | TB,M,RP,9999
W ( 4/15),Edgar Escobar RP | STL,M,RP,9999
W ( 4/15),Johendi Jiminian SP | MIN,M,SP,9999
W ( 4/15),Trevor Stephan RP | CLE ,IL,RP,9999
W ( 4/15),Justin Wilson RP | NYY,M,RP,9999
W ( 4/15),Jimmy Lambert RP | CHW,A,RP,9999
W ( 4/15),Angel Macuare RP | MIA,M,RP,9999
W ( 4/15),"Peter Lambert RP,SP | COL",A,"RP,SP",9999
W ( 4/15),Matt Gage RP | DET,M,RP,9999
W ( 4/15),Hunter Owen SP | KC,M,SP,9999
W ( 4/15),A.J. Blubaugh SP | HOU,M,SP,9999
W ( 4/15),Regi Grace RP | MIN,M,RP,9999
W ( 4/15),Chandler Champlain SP | KC,M,SP,9999
W ( 4/15),Malvin Pena SP | WAS,M,SP,9999
W ( 4/15),Madison Jeffrey RP | CHW,M,RP,9999
W ( 4/15),Andrew Schwaab RP | BOS,M,RP,9999
W ( 4/15),Brian Holmes RP | HOU,M,RP,9999
W ( 4/15),Chester Pimentel RP | ATH,M,RP,9999
W ( 4/15),Adonis Uceta RP | NYM,M,RP,9999
W ( 4/15),Bailey Horn RP | DET,M,RP,9999
W ( 4/15),Peyton Gray RP | TEX,M,RP,9999
W ( 4/15),Walbert Urena SP | LAA,M,SP,9999
W ( 4/15),Tristan Beck RP | SF,M,RP,9999
W ( 4/15),Alec Willis SP | STL,M,SP,9999
W ( 4/15),Drew Strotman SP | HOU,M,SP,9999
W ( 4/15),Ethan Routzahn RP | SD,M,RP,9999
W ( 4/15),David Buchanan RP | TEX,M,RP,9999
W ( 4/15),Moises Chace SP | PHI,M,SP,9999
W ( 4/15),Parker Dunshee RP | ATL,M,RP,9999
W ( 4/15),Chris Cortez RP | LAA,M,RP,9999
South Carolina Ballcocks,Zebby Matthews SP | MIN ,M,SP,9999
W ( 4/15),Zech Lemond RP | SD,M,RP,9999
W ( 4/15),Angel Reyes RP | DET,M,RP,9999
W ( 4/15),Connor McCullough RP | CHW,M,RP,9999
W ( 4/15),Jace Vines RP | KC,M,RP,9999
